path,img,Has_Profanity,Has_Ethnicity,Has_Religion,Has_Class,Has_Gender,Has_Nationality,Has_Disability,Has_Sexual_Orientation,Ethnicity_Count,Religion_Count,Class_Count,Gender_Count,Nationality_Count,Disability_Count,Sexual_Orientation_Count,Hate Speech Category Count
img/42953.png,42953.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/23058.png,23058.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
img/13894.png,13894.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/37408.png,37408.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/82403.png,82403.png,1,0,0,0,1,1,0,0,0,0,0,1,3,0,0,2
img/16952.png,16952.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/76932.png,76932.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/70914.png,70914.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/02973.png,02973.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/58306.png,58306.png,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,2
img/79351.png,79351.png,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/34096.png,34096.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/25489.png,25489.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/19324.png,19324.png,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,3
img/79346.png,79346.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
img/13426.png,13426.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/97628.png,97628.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/14238.png,14238.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/28936.png,28936.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/59784.png,59784.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
img/02146.png,02146.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
img/70146.png,70146.png,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,4
img/28061.png,28061.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/97180.png,97180.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
img/49752.png,49752.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/25610.png,25610.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/15872.png,15872.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/72640.png,72640.png,0,0,1,0,1,1,0,0,0,2,0,2,2,0,0,3
img/64318.png,64318.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/17956.png,17956.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/93547.png,93547.png,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,3
img/10743.png,10743.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/37091.png,37091.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/25719.png,25719.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/76825.png,76825.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/72598.png,72598.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/43078.png,43078.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/51846.png,51846.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/01569.png,01569.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/95812.png,95812.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
img/06418.png,06418.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/53976.png,53976.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/70193.png,70193.png,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,3
img/60427.png,60427.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/78395.png,78395.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/04876.png,04876.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/92075.png,92075.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/86354.png,86354.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/74386.png,74386.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/59613.png,59613.png,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
img/10263.png,10263.png,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
img/48279.png,48279.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/52610.png,52610.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/58371.png,58371.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/27401.png,27401.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/89574.png,89574.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/25473.png,25473.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/47913.png,47913.png,2,1,0,1,1,0,0,1,1,0,1,2,0,0,1,4
img/08295.png,08295.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/02497.png,02497.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/90471.png,90471.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/69357.png,69357.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/54602.png,54602.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
img/15320.png,15320.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/63182.png,63182.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/20619.png,20619.png,2,1,0,0,1,0,0,0,2,0,0,4,0,0,0,2
img/82457.png,82457.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/81059.png,81059.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/42137.png,42137.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/74530.png,74530.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/40832.png,40832.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/46127.png,46127.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/87594.png,87594.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/12548.png,12548.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
img/12894.png,12894.png,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,4
img/02476.png,02476.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/06937.png,06937.png,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,3
img/05762.png,05762.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/40259.png,40259.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/85072.png,85072.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/46537.png,46537.png,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
img/56432.png,56432.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/39805.png,39805.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/29163.png,29163.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/36072.png,36072.png,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2
img/60147.png,60147.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
img/90583.png,90583.png,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
img/38612.png,38612.png,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/52097.png,52097.png,1,1,0,0,1,0,0,0,3,0,0,1,0,0,0,2
img/34961.png,34961.png,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
img/15803.png,15803.png,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
img/89762.png,89762.png,0,1,0,1,1,0,0,0,1,0,2,2,0,0,0,3
img/38465.png,38465.png,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2
img/53289.png,53289.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/75321.png,75321.png,0,1,1,0,0,1,0,0,2,2,0,0,2,0,0,3
img/18350.png,18350.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/91547.png,91547.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/30247.png,30247.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/93741.png,93741.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/51243.png,51243.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/05384.png,05384.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/01845.png,01845.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/34791.png,34791.png,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
img/41385.png,41385.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/34508.png,34508.png,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,2
img/80521.png,80521.png,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
img/34165.png,34165.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/93072.png,93072.png,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
img/25468.png,25468.png,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,3
img/09617.png,09617.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/96258.png,96258.png,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2
img/96578.png,96578.png,2,0,1,0,1,0,1,0,0,2,0,1,0,1,0,3
img/35618.png,35618.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/05249.png,05249.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/57349.png,57349.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/78409.png,78409.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/29814.png,29814.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
img/20568.png,20568.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/84269.png,84269.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
img/68079.png,68079.png,1,1,0,0,1,0,0,1,1,0,0,3,0,0,1,3
img/41537.png,41537.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/12890.png,12890.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/54102.png,54102.png,0,1,1,0,1,1,0,0,3,1,0,1,1,0,0,4
img/63217.png,63217.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/03271.png,03271.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/35264.png,35264.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/63710.png,63710.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
img/12348.png,12348.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/14052.png,14052.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/81064.png,81064.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/74391.png,74391.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/36152.png,36152.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/80256.png,80256.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/21948.png,21948.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/70532.png,70532.png,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
img/25806.png,25806.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/26759.png,26759.png,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/27398.png,27398.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/18730.png,18730.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/75216.png,75216.png,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3
img/91754.png,91754.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/42153.png,42153.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/83456.png,83456.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/18673.png,18673.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/97523.png,97523.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/24631.png,24631.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/23748.png,23748.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
img/69412.png,69412.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/59073.png,59073.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
img/28405.png,28405.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/63492.png,63492.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/92670.png,92670.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/78351.png,78351.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/79856.png,79856.png,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2
img/71436.png,71436.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/03258.png,03258.png,0,0,0,0,1,1,1,0,0,0,0,3,1,1,0,3
img/20736.png,20736.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
img/50487.png,50487.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
img/06431.png,06431.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/51473.png,51473.png,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/34901.png,34901.png,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2
img/28793.png,28793.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/05172.png,05172.png,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/98501.png,98501.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/96231.png,96231.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/81673.png,81673.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/48635.png,48635.png,2,0,0,0,1,1,0,0,0,0,0,4,2,0,0,2
img/43612.png,43612.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/15480.png,15480.png,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/41830.png,41830.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/81069.png,81069.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/72584.png,72584.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/51763.png,51763.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
img/06873.png,06873.png,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
img/08523.png,08523.png,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
img/06359.png,06359.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/93260.png,93260.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
img/40839.png,40839.png,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,2
img/08516.png,08516.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/53012.png,53012.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/76250.png,76250.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/26198.png,26198.png,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,3
img/61952.png,61952.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/80269.png,80269.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/05712.png,05712.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/72941.png,72941.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/21853.png,21853.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/35219.png,35219.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
img/90146.png,90146.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/51278.png,51278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/63095.png,63095.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/96058.png,96058.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/56871.png,56871.png,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2
img/25180.png,25180.png,0,1,0,0,1,1,0,0,3,0,0,3,1,0,0,3
img/37259.png,37259.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/48106.png,48106.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/19352.png,19352.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/65213.png,65213.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/24368.png,24368.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/58426.png,58426.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/96785.png,96785.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/40567.png,40567.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/38625.png,38625.png,2,0,0,1,0,1,1,0,0,0,1,0,4,1,0,3
img/04823.png,04823.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
img/25368.png,25368.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
img/93826.png,93826.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/56392.png,56392.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/30986.png,30986.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/75823.png,75823.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/84072.png,84072.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/93147.png,93147.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/92874.png,92874.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/27946.png,27946.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/93614.png,93614.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/93521.png,93521.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
img/02691.png,02691.png,0,1,0,0,1,1,0,0,1,0,0,2,1,0,0,3
img/91708.png,91708.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/25783.png,25783.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/16098.png,16098.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
img/30452.png,30452.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/86491.png,86491.png,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
img/14530.png,14530.png,0,1,0,0,1,1,0,0,1,0,0,3,1,0,0,3
img/81734.png,81734.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/04683.png,04683.png,0,0,0,0,1,1,1,0,0,0,0,2,1,1,0,3
img/08593.png,08593.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
img/92608.png,92608.png,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,3
img/61453.png,61453.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/39601.png,39601.png,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,2
img/12035.png,12035.png,0,1,0,0,1,0,1,0,1,0,0,3,0,1,0,3
img/56482.png,56482.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/56287.png,56287.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/19036.png,19036.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
img/34852.png,34852.png,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
img/62804.png,62804.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/81579.png,81579.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/80247.png,80247.png,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/52890.png,52890.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/02485.png,02485.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/50793.png,50793.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
img/13857.png,13857.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/43617.png,43617.png,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2
img/70942.png,70942.png,2,0,0,0,1,0,1,1,0,0,0,4,0,1,1,3
img/49601.png,49601.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/35102.png,35102.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/10659.png,10659.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/36081.png,36081.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/68325.png,68325.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
img/39256.png,39256.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/98362.png,98362.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/38475.png,38475.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/49083.png,49083.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/45938.png,45938.png,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
img/67823.png,67823.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/70928.png,70928.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/24309.png,24309.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/70925.png,70925.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/05269.png,05269.png,2,1,0,0,1,0,0,0,3,0,0,2,0,0,0,2
img/61278.png,61278.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/81675.png,81675.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/38629.png,38629.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/06458.png,06458.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/71364.png,71364.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/26794.png,26794.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/85704.png,85704.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/75102.png,75102.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/91268.png,91268.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
img/42179.png,42179.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/35097.png,35097.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/83570.png,83570.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/56490.png,56490.png,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
img/07968.png,07968.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
img/81259.png,81259.png,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2
img/19753.png,19753.png,1,1,0,0,1,0,1,0,1,0,0,4,0,1,0,3
img/61480.png,61480.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
img/54790.png,54790.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/43517.png,43517.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/25068.png,25068.png,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,3
img/35861.png,35861.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
img/92741.png,92741.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
img/51736.png,51736.png,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,3
img/26417.png,26417.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/18407.png,18407.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
img/47326.png,47326.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/50768.png,50768.png,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,3
img/86594.png,86594.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
img/63581.png,63581.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
